model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
Aygo,2018,7200,Manual,15996,Petrol,145,69,1
Aygo,2017,7500,Manual,12590,Petrol,145,68.9,1
Aygo,2018,7500,Manual,15124,Petrol,150,69,1
Aygo,2017,6290,Manual,20496,Petrol,0,69,1
Aygo,2018,8000,Manual,12000,Petrol,150,56.5,1
Aygo,2018,8700,Manual,14000,Petrol,145,56.5,1
Aygo,2016,6490,Manual,14850,Petrol,0,69,1
Aygo,2015,6290,Manual,43000,Petrol,0,69,1
Aygo,2018,10000,Semi-Auto,12496,Petrol,145,67.3,1
Aygo,2015,6790,Manual,16999,Petrol,0,69,1
Aygo,2017,6000,Manual,40667,Petrol,145,69,1
Aygo,2018,10000,Semi-Auto,26814,Petrol,145,67.3,1
Aygo,2017,8695,Manual,14829,Petrol,145,68.9,1
Aygo,2016,7395,Manual,14000,Petrol,0,69,1
Aygo,2017,8100,Manual,9517,Petrol,0,69,1
Aygo,2017,7995,Manual,14156,Petrol,145,69,1
Aygo,2018,11800,Semi-Auto,3000,Petrol,145,56.5,1
Aygo,2018,7390,Manual,7096,Petrol,150,69,1
Aygo,2017,9790,Semi-Auto,10059,Petrol,150,67.3,1
Aygo,2016,6795,Manual,13870,Petrol,0,69,1
Aygo,2017,6890,Manual,12344,Petrol,145,69,1
Aygo,2018,9995,Semi-Auto,8363,Petrol,145,67.3,1
Aygo,2015,6500,Manual,36000,Petrol,0,69,1
Aygo,2019,11995,Manual,3992,Petrol,145,57.7,1
Aygo,2019,10200,Semi-Auto,1234,Petrol,145,56.5,1
Aygo,2018,8595,Manual,17641,Petrol,145,68.9,1
Aygo,2018,7495,Manual,17206,Petrol,145,69,1
Aygo,2017,10800,Semi-Auto,8072,Petrol,0,67.3,1
Aygo,2016,6795,Manual,42968,Petrol,0,69,1
Aygo,2017,8495,Semi-Auto,20921,Petrol,150,67.3,1
Aygo,2018,7995,Manual,27111,Petrol,145,68.9,1
Aygo,2018,9995,Manual,2779,Petrol,150,68.9,1
Aygo,2017,9295,Semi-Auto,21000,Petrol,150,67.3,1
Aygo,2018,8295,Manual,14998,Petrol,145,69,1
Aygo,2017,7695,Manual,21689,Petrol,145,68.9,1
Aygo,2018,8495,Semi-Auto,9162,Petrol,145,67,1
Aygo,2019,8995,Manual,3626,Petrol,145,57.7,1
Aygo,2017,7695,Manual,21844,Petrol,145,68.9,1
Aygo,2017,7495,Manual,30266,Petrol,145,68.9,1
Aygo,2017,6900,Automatic,47814,Petrol,145,67,1
Aygo,2016,6720,Manual,22761,Petrol,0,69,1
Aygo,2016,7195,Manual,19998,Petrol,0,69,1
Aygo,2019,9195,Manual,9623,Petrol,145,57.7,1
Aygo,2017,5995,Manual,37500,Petrol,0,69,1
Aygo,2019,9000,Manual,6800,Petrol,145,56.5,1
Aygo,2016,8300,Manual,16530,Petrol,0,69,1
Aygo,2017,8295,Manual,14869,Petrol,145,68.9,1
Aygo,2017,8495,Manual,34661,Petrol,0,68.9,1
Aygo,2017,6490,Manual,22814,Petrol,150,69,1
Aygo,2019,8480,Manual,5976,Petrol,145,56.5,1
Aygo,2018,7995,Manual,14696,Petrol,145,68.9,1
Aygo,2016,6995,Manual,18778,Petrol,0,69,1
Aygo,2017,7500,Manual,37277,Petrol,145,68.9,1
Aygo,2017,9495,Semi-Auto,12008,Petrol,0,67.3,1
Aygo,2017,7295,Manual,41600,Petrol,0,68.9,1
Aygo,2017,7995,Manual,18310,Petrol,150,68.9,1
Aygo,2019,11900,Manual,2500,Petrol,145,57.7,1
Aygo,2017,7450,Manual,9650,Petrol,145,69,1
Aygo,2016,8300,Manual,9552,Petrol,0,69,1
Aygo,2016,7995,Manual,21897,Petrol,0,69,1
Aygo,2017,7150,Manual,15095,Petrol,145,69,1
Aygo,2017,7750,Manual,29527,Petrol,145,68.9,1
Aygo,2017,8495,Manual,40157,Petrol,145,68.9,1
Aygo,2017,7695,Manual,12203,Petrol,145,68.9,1
Aygo,2017,6995,Manual,28800,Petrol,0,69,1
Aygo,2018,6995,Manual,35111,Petrol,145,68.9,1
Aygo,2017,8600,Manual,21779,Petrol,145,68.9,1
Aygo,2018,7495,Manual,21899,Petrol,150,68.9,1
Aygo,2017,7495,Manual,19996,Petrol,150,68.9,1
Aygo,2018,6995,Manual,9237,Petrol,145,69,1
Aygo,2017,7495,Manual,16283,Petrol,0,68.9,1
Aygo,2019,9995,Manual,11418,Petrol,145,56.5,1
Aygo,2017,6995,Manual,20564,Petrol,150,68.9,1
Aygo,2018,7995,Manual,9777,Petrol,150,68.9,1
Aygo,2018,7995,Manual,3248,Petrol,150,56.5,1
Aygo,2017,6318,Manual,31612,Petrol,150,69,1
Aygo,2018,8995,Semi-Auto,12109,Petrol,150,56.5,1
Aygo,2019,9495,Manual,7511,Petrol,145,57.7,1
Aygo,2019,9495,Manual,4402,Petrol,145,57.7,1
Aygo,2015,7495,Manual,27855,Petrol,0,69,1
Aygo,2017,7995,Manual,17289,Petrol,145,68.9,1
Aygo,2016,5995,Manual,30586,Petrol,0,69,1
Aygo,2018,7995,Manual,10201,Petrol,145,56.5,1
Aygo,2018,7995,Semi-Auto,4580,Petrol,145,67,1
Aygo,2017,7845,Manual,12111,Petrol,145,68.9,1
Aygo,2017,7991,Manual,3199,Petrol,145,68.9,1
Aygo,2018,7995,Manual,7995,Petrol,145,68.9,1
Aygo,2017,7997,Manual,21917,Petrol,150,68.9,1
Aygo,2018,8951,Manual,5788,Petrol,150,56.5,1
Aygo,2019,12492,Semi-Auto,7922,Petrol,150,55.4,1
Aygo,2018,7979,Manual,17390,Petrol,145,68.9,1
Aygo,2019,8595,Manual,14076,Petrol,150,56.5,1
Aygo,2017,6488,Manual,37224,Petrol,150,69,1
Aygo,2017,6990,Manual,6122,Petrol,145,68.9,1
Aygo,2016,7234,Manual,11537,Petrol,0,69,1
Aygo,2016,8672,Semi-Auto,4079,Petrol,0,67,1
Aygo,2018,7997,Manual,15702,Petrol,145,68.9,1
Aygo,2019,11020,Manual,2030,Petrol,145,56.5,1
Aygo,2019,11995,Manual,50,Petrol,145,57.7,1
Aygo,2018,10626,Manual,9965,Petrol,145,56.5,1
Aygo,2017,7462,Manual,12765,Petrol,145,69,1
Aygo,2019,10606,Automatic,8560,Petrol,145,55.4,1
Aygo,2015,6721,Manual,17213,Petrol,0,69,1
Aygo,2019,8510,Manual,5621,Petrol,145,57.7,1
Aygo,2016,7478,Manual,25539,Petrol,0,69,1
Aygo,2018,9221,Manual,5431,Petrol,145,56.5,1
Aygo,2019,8622,Manual,8142,Petrol,145,56.5,1
Aygo,2019,8540,Manual,9762,Petrol,145,56.5,1
Aygo,2018,8360,Manual,8063,Petrol,145,56.5,1
Aygo,2019,9833,Manual,12565,Petrol,150,57.7,1
Aygo,2014,5777,Manual,33718,Petrol,0,69,1
Aygo,2017,7549,Manual,28980,Petrol,145,68.9,1
Aygo,2015,6600,Manual,38036,Petrol,0,69,1
Aygo,2017,9296,Manual,16811,Petrol,0,68.9,1
Aygo,2018,8771,Manual,9000,Petrol,145,68.9,1
Aygo,2017,6563,Manual,20352,Petrol,145,69,1
Aygo,2019,11395,Semi-Auto,5214,Petrol,145,56.5,1
Aygo,2018,9455,Manual,8799,Petrol,145,56.5,1
Aygo,2018,8389,Manual,6660,Petrol,145,56.5,1
Aygo,2017,7190,Manual,23437,Petrol,145,68.9,1
Aygo,2016,7995,Semi-Auto,33228,Petrol,0,67,1
Aygo,2017,8789,Semi-Auto,24980,Petrol,145,67.3,1
Aygo,2016,9288,Semi-Auto,7678,Petrol,0,67,1
Aygo,2019,11495,Manual,10699,Petrol,145,57.7,1
Aygo,2018,7072,Manual,5688,Petrol,145,69,1
Aygo,2017,6488,Manual,37560,Petrol,0,69,1
Aygo,2017,6995,Manual,16511,Petrol,0,69,1
Aygo,2015,6778,Semi-Auto,42328,Petrol,0,67,1
Aygo,2018,8275,Manual,13546,Petrol,150,56.5,1
Aygo,2017,7976,Manual,8493,Petrol,0,68.9,1
Aygo,2018,8306,Manual,12597,Petrol,145,68.9,1
Aygo,2016,7695,Semi-Auto,41515,Petrol,0,67,1
Aygo,2016,7500,Manual,13908,Petrol,0,69,1
Aygo,2018,6895,Manual,36916,Petrol,145,69,1
Aygo,2018,8550,Manual,13658,Petrol,145,56.5,1
Aygo,2019,9450,Manual,3083,Petrol,145,57.7,1
Aygo,2019,9450,Manual,1749,Petrol,145,57.7,1
Aygo,2019,8995,Manual,1202,Petrol,145,57.7,1
Aygo,2019,9450,Manual,2963,Petrol,145,57.7,1
Aygo,2019,9450,Manual,3335,Petrol,145,57.7,1
Aygo,2018,8412,Manual,18000,Petrol,145,68.9,1
Aygo,2019,10067,Automatic,9248,Petrol,145,55.4,1
Aygo,2017,10299,Semi-Auto,8110,Petrol,145,67.3,1
Aygo,2013,4450,Manual,21916,Petrol,0,65.7,1
Aygo,2016,6995,Manual,18512,Petrol,0,69,1
Aygo,2015,6249,Manual,18040,Petrol,0,69,1
Aygo,2017,8650,Semi-Auto,5893,Petrol,145,67,1
Aygo,2019,8950,Manual,4321,Petrol,145,56.5,1
Aygo,2019,9850,Manual,4282,Petrol,145,57.7,1
Aygo,2018,8495,Manual,11719,Petrol,145,68.9,1
Aygo,2019,10800,Manual,25,Petrol,145,56.5,1
Aygo,2017,6995,Manual,24591,Petrol,145,69,1
Aygo,2016,5950,Manual,36189,Petrol,0,69,1
Aygo,2019,8450,Manual,11694,Petrol,145,56.5,1
Aygo,2017,6950,Manual,9697,Petrol,145,69,1
Aygo,2019,8950,Manual,9484,Petrol,145,57.7,1
Aygo,2019,8950,Manual,3621,Petrol,145,56.5,1
Aygo,2017,7850,Manual,10523,Petrol,0,69,1
Aygo,2019,9450,Manual,1762,Petrol,145,56.5,1
Aygo,2019,9275,Manual,4664,Petrol,145,56.5,1
Aygo,2018,8250,Manual,8960,Petrol,145,68.9,1
Aygo,2018,7950,Manual,19266,Petrol,145,68.9,1
Aygo,2017,7550,Manual,22095,Petrol,0,69,1
Aygo,2019,8995,Manual,729,Petrol,145,56.5,1
Aygo,2019,10950,Automatic,2985,Petrol,145,55.4,1
Aygo,2019,9450,Manual,647,Petrol,145,57.7,1
Aygo,2019,10250,Manual,27,Petrol,145,57.7,1
Aygo,2016,6950,Manual,22502,Petrol,0,69,1
Aygo,2018,7750,Manual,9249,Petrol,150,56.5,1
Aygo,2019,9450,Manual,6004,Petrol,150,57.7,1
Aygo,2017,8475,Manual,6736,Petrol,150,68.9,1
Aygo,2017,7250,Manual,31065,Petrol,150,68.9,1
Aygo,2018,8950,Manual,13079,Petrol,150,56.5,1
Aygo,2019,8625,Manual,2099,Petrol,145,56.5,1
Aygo,2019,8350,Manual,3641,Petrol,145,56.5,1
Aygo,2017,7450,Manual,10512,Petrol,150,68.9,1
Aygo,2017,6750,Manual,10632,Petrol,150,69,1
Aygo,2017,7800,Manual,15512,Petrol,150,68.9,1
Aygo,2017,6250,Manual,28261,Petrol,150,69,1
Aygo,2018,7250,Manual,10121,Petrol,150,69,1
Aygo,2019,9450,Manual,759,Petrol,145,57.7,1
Aygo,2016,7495,Manual,14700,Petrol,0,69,1
Aygo,2018,7495,Manual,18720,Petrol,145,68.9,1
Aygo,2018,8795,Manual,9500,Petrol,145,56.5,1
Aygo,2019,11295,Manual,6680,Petrol,145,56.5,1
Aygo,2017,8750,Semi-Auto,10826,Petrol,0,67,1
Aygo,2019,9450,Manual,315,Petrol,145,57.7,1
Aygo,2019,11400,Manual,7000,Petrol,145,57.7,1
Aygo,2016,9895,Semi-Auto,10732,Petrol,0,67,1
Aygo,2017,7395,Manual,14500,Petrol,0,69,1
Aygo,2019,9995,Manual,8200,Petrol,145,56.5,1
Aygo,2016,6995,Manual,26088,Petrol,0,69,1
Aygo,2017,7995,Manual,25000,Petrol,145,69,1
Aygo,2017,7850,Manual,15279,Petrol,145,68.9,1
Aygo,2018,8250,Manual,10696,Petrol,145,56.5,1
Aygo,2019,9850,Manual,2382,Petrol,145,57.7,1
Aygo,2018,9995,Manual,14500,Petrol,145,56.5,1
Aygo,2018,7995,Manual,6500,Petrol,145,56.5,1
Aygo,2018,7995,Manual,18000,Petrol,145,68.9,1
Aygo,2019,9495,Manual,5000,Petrol,145,56.5,1
Aygo,2018,7695,Manual,16500,Petrol,145,69,1
Aygo,2019,9950,Manual,1544,Petrol,145,57.7,1
Aygo,2019,9995,Manual,1998,Petrol,145,57.7,1
Aygo,2017,8650,Manual,14000,Petrol,150,68.9,1
Aygo,2014,5000,Manual,40000,Petrol,0,65.7,1
Aygo,2017,7450,Manual,26212,Petrol,150,68.9,1
Aygo,2015,6950,Manual,24481,Petrol,0,69,1
Aygo,2018,9800,Semi-Auto,13908,Petrol,145,67.3,1
Aygo,2016,8250,Manual,11400,Petrol,0,69,1
Aygo,2019,9500,Manual,5601,Petrol,145,56.5,1
Aygo,2017,9000,Manual,16500,Petrol,145,68.9,1
Aygo,2018,10000,Semi-Auto,8860,Petrol,150,67,1
Aygo,2016,7295,Manual,39132,Petrol,0,69,1
Aygo,2017,9000,Manual,4467,Petrol,150,68.9,1
Aygo,2017,9900,Manual,1000,Petrol,145,68.9,1
Aygo,2018,10500,Semi-Auto,9890,Petrol,145,67.3,1
Aygo,2019,10800,Manual,5967,Petrol,150,57.7,1
Aygo,2017,8100,Manual,14006,Petrol,0,68.9,1
Aygo,2016,9475,Semi-Auto,4179,Petrol,0,67,1
Aygo,2016,7250,Manual,23054,Petrol,0,69,1
Aygo,2017,8990,Manual,7368,Petrol,145,68.9,1
Aygo,2018,7990,Manual,3889,Petrol,145,68.9,1
Aygo,2017,6750,Manual,23002,Petrol,150,69,1
Aygo,2018,7098,Manual,18100,Petrol,145,69,1
Aygo,2019,7995,Manual,13500,Petrol,145,56.5,1
Aygo,2019,9349,Manual,4000,Petrol,145,56.5,1
Aygo,2019,10500,Manual,4981,Petrol,150,56.5,1
Aygo,2019,9598,Manual,11209,Petrol,145,57.7,1
Aygo,2018,8265,Manual,8910,Petrol,150,68.9,1
Aygo,2017,8500,Semi-Auto,33443,Petrol,0,67,1
Aygo,2018,11795,Semi-Auto,10234,Petrol,145,56.5,1
Aygo,2018,9750,Manual,6000,Petrol,145,56.5,1
Aygo,2014,6890,Semi-Auto,24500,Petrol,0,67,1
Aygo,2017,7990,Manual,31404,Petrol,150,68.9,1
Aygo,2015,7925,Semi-Auto,29600,Petrol,0,67,1
Aygo,2014,5690,Manual,28019,Petrol,0,69,1
Aygo,2017,8300,Manual,9526,Petrol,145,68.9,1
Aygo,2016,6295,Manual,35336,Petrol,0,69,1
Aygo,2018,8345,Manual,21512,Petrol,145,56.5,1
Aygo,2019,9550,Manual,100,Petrol,145,56.5,1
Aygo,2017,10495,Manual,11566,Petrol,145,68.9,1
Aygo,2016,7440,Semi-Auto,15999,Petrol,0,67,1
Aygo,2017,7850,Manual,32750,Petrol,145,68.9,1
Aygo,2019,8990,Manual,1500,Petrol,145,56.5,1
Aygo,2019,10295,Semi-Auto,32943,Petrol,150,55.4,1
Aygo,2017,6750,Manual,17322,Petrol,0,69,1
Aygo,2018,9000,Manual,6039,Petrol,145,56.5,1
Aygo,2018,8500,Manual,2300,Petrol,145,56.5,1
Aygo,2016,7350,Manual,31183,Petrol,0,69,1
Aygo,2016,8550,Manual,20680,Petrol,0,69,1
Aygo,2015,6790,Manual,30855,Petrol,0,69,1
Aygo,2018,10295,Semi-Auto,9000,Petrol,150,56.5,1
Aygo,2014,5995,Manual,33015,Petrol,0,69,1
Aygo,2014,5515,Manual,22672,Petrol,0,65.7,1
Aygo,2015,6995,Manual,42324,Petrol,0,69,1
Aygo,2018,9495,Semi-Auto,24007,Petrol,145,67.3,1
Aygo,2018,8995,Manual,8488,Petrol,145,68.9,1
Aygo,2018,8655,Manual,4000,Petrol,145,56.5,1
Aygo,2019,9245,Manual,6619,Petrol,145,57.7,1
Aygo,2017,7995,Manual,18000,Petrol,145,68.9,1
Aygo,2018,9250,Manual,9667,Petrol,145,56.5,1
Aygo,2018,7714,Manual,20872,Petrol,145,56.5,1
Aygo,2016,7495,Manual,17776,Petrol,0,69,1
Aygo,2017,8465,Semi-Auto,18353,Petrol,145,67,1
Aygo,2018,9198,Semi-Auto,16372,Petrol,150,67.3,1
Aygo,2019,8398,Manual,8150,Petrol,150,56.5,1
Aygo,2018,7999,Manual,4500,Petrol,150,56.5,1
Aygo,2018,8248,Manual,6442,Petrol,145,56.5,1
Aygo,2018,7750,Manual,4133,Petrol,145,69,1
Aygo,2017,7995,Manual,20500,Petrol,145,68.9,1
Aygo,2015,5772,Manual,18619,Petrol,0,69,1
Aygo,2019,9995,Manual,10261,Petrol,145,57.7,1
Aygo,2018,8999,Manual,9694,Petrol,145,56.5,1
Aygo,2016,7750,Manual,25020,Petrol,0,69,1
Aygo,2018,8595,Manual,6364,Petrol,145,68.9,1
Aygo,2017,8890,Semi-Auto,3876,Petrol,0,67,1
Aygo,2019,9695,Manual,4231,Petrol,145,56.5,1
Aygo,2018,8999,Manual,5597,Petrol,145,56.5,1
Aygo,2017,6999,Manual,31500,Petrol,150,68.9,1
Aygo,2017,7550,Semi-Auto,27866,Petrol,150,67,1
Aygo,2016,8695,Semi-Auto,8510,Petrol,0,67,1
Aygo,2016,7995,Manual,16103,Petrol,0,69,1
Aygo,2020,10795,Semi-Auto,4569,Petrol,150,56.5,1
Aygo,2020,10785,Semi-Auto,4589,Petrol,150,56.5,1
Aygo,2018,7999,Manual,22000,Petrol,145,68.9,1
Aygo,2017,8995,Manual,3028,Petrol,145,68.9,1
Aygo,2017,7995,Manual,20858,Petrol,145,68.9,1
Aygo,2016,7995,Manual,10439,Petrol,0,69,1
Aygo,2019,10491,Semi-Auto,6900,Petrol,145,55.4,1
Aygo,2014,5777,Manual,43000,Petrol,0,69,1
Aygo,2020,10400,Manual,4578,Petrol,150,56.5,1
Aygo,2018,9291,Semi-Auto,11503,Petrol,150,67,1
Aygo,2019,9990,Semi-Auto,4695,Petrol,145,55.4,1
Aygo,2019,9790,Manual,6546,Petrol,145,57.7,1
Aygo,2017,7391,Manual,22349,Petrol,0,68.9,1
Aygo,2019,10200,Semi-Auto,7631,Petrol,145,55.4,1
Aygo,2019,10791,Manual,3589,Petrol,145,56.5,1
Aygo,2018,7991,Manual,7500,Petrol,145,56.5,1
Aygo,2020,10980,Semi-Auto,4855,Petrol,145,56.5,1
Aygo,2019,10980,Semi-Auto,4589,Petrol,145,55.4,1
Aygo,2017,8995,Semi-Auto,5000,Petrol,145,67.3,1
Aygo,2013,4695,Manual,20000,Petrol,0,65.7,1
Aygo,2018,8695,Semi-Auto,17300,Petrol,145,67,1
Aygo,2019,10490,Manual,4560,Petrol,145,57.7,1
Aygo,2018,7901,Manual,10437,Petrol,150,56.5,1
Aygo,2017,8903,Semi-Auto,21034,Petrol,145,67.3,1
Aygo,2014,8995,Semi-Auto,5734,Petrol,0,67,1
Aygo,2017,6895,Manual,31507,Petrol,0,69,1
Aygo,2019,9330,Manual,4535,Petrol,145,57.7,1
Aygo,2019,10995,Manual,66,Petrol,145,57.7,1
Aygo,2020,10980,Manual,4578,Petrol,150,56.5,1
Aygo,2016,6990,Manual,29906,Petrol,0,69,1
Aygo,2020,10740,Semi-Auto,4568,Petrol,145,56.5,1
Aygo,2020,11290,Semi-Auto,4574,Petrol,145,56.5,1
Aygo,2020,10980,Semi-Auto,4578,Petrol,145,56.5,1
Aygo,2020,11390,Semi-Auto,4574,Petrol,145,56.5,1
Aygo,2017,8402,Manual,11248,Petrol,145,68.9,1
Aygo,2018,7899,Manual,11411,Petrol,145,69,1
Aygo,2017,6999,Manual,16012,Petrol,145,69,1
Aygo,2017,6701,Manual,40375,Petrol,0,68.9,1
Aygo,2019,10791,Semi-Auto,3110,Petrol,145,56.5,1
Aygo,2018,8901,Manual,9975,Petrol,145,56.5,1
Aygo,2019,9495,Manual,4235,Petrol,145,57.7,1
Aygo,2017,7745,Semi-Auto,19030,Petrol,0,67,1
Aygo,2016,6895,Manual,21460,Petrol,0,69,1
Aygo,2018,7641,Manual,14744,Petrol,150,69,1
Aygo,2017,9871,Semi-Auto,5403,Petrol,150,67.3,1
Aygo,2017,7258,Manual,31245,Petrol,145,68.9,1
Aygo,2016,7395,Manual,17006,Petrol,0,69,1
Aygo,2017,7595,Manual,40390,Petrol,145,68.9,1
Aygo,2018,8291,Manual,23384,Petrol,145,68.9,1
Aygo,2018,8021,Manual,15407,Petrol,145,68.9,1
Aygo,2015,6342,Manual,29222,Petrol,0,69,1
Aygo,2018,10241,Semi-Auto,5113,Petrol,150,67.3,1
Aygo,2015,6062,Manual,31183,Petrol,0,69,1
Aygo,2019,9170,Manual,4300,Petrol,145,57.7,1
Aygo,2017,7072,Manual,22572,Petrol,145,69,1
Aygo,2018,9790,Manual,7176,Petrol,145,56.5,1
Aygo,2016,9038,Automatic,10883,Petrol,0,67,1
Aygo,2019,9287,Manual,9306,Petrol,145,57.7,1
Aygo,2019,8930,Manual,4717,Petrol,145,57.7,1
Aygo,2016,8622,Automatic,18072,Petrol,0,67,1
Aygo,2018,10192,Semi-Auto,9481,Petrol,145,67.3,1
Aygo,2016,6572,Manual,19979,Petrol,0,69,1
Aygo,2017,7352,Manual,16002,Petrol,145,69,1
Aygo,2016,7242,Manual,22394,Petrol,0,69,1
Aygo,2017,9106,Semi-Auto,14770,Petrol,0,67.3,1
Aygo,2015,6199,Manual,22982,Petrol,0,69,1
Aygo,2020,10999,Manual,879,Petrol,150,56.5,1
Aygo,2017,7949,Manual,14601,Petrol,145,68.9,1
Aygo,2017,7990,Manual,13335,Petrol,145,69,1
Aygo,2017,8995,Semi-Auto,9500,Petrol,145,67.3,1
Aygo,2017,9495,Semi-Auto,7311,Petrol,145,67.3,1
Aygo,2018,7995,Semi-Auto,28040,Petrol,145,67,1
Aygo,2017,6390,Manual,33000,Petrol,0,69,1
Aygo,2017,9680,Semi-Auto,6337,Petrol,0,67.3,1
Aygo,2019,8000,Manual,8012,Petrol,150,56.5,1
Aygo,2019,8595,Manual,4267,Petrol,145,56.5,1
Aygo,2019,8595,Manual,4765,Petrol,145,56.5,1
Aygo,2016,6990,Manual,33460,Petrol,0,69,1
Aygo,2017,9670,Semi-Auto,18772,Petrol,145,67.3,1
Aygo,2014,4495,Manual,35863,Petrol,0,65.7,1
Aygo,2017,8995,Semi-Auto,22227,Petrol,0,67.3,1
Aygo,2017,6995,Manual,32863,Petrol,150,68.9,1
Aygo,2017,6804,Manual,11765,Petrol,0,69,1
Aygo,2019,8801,Manual,4689,Petrol,145,56.5,1
Aygo,2019,9716,Manual,9512,Petrol,145,57.7,1
Aygo,2017,8000,Manual,7000,Petrol,150,68.9,1
Aygo,2018,8250,Manual,6744,Petrol,145,68.9,1
Aygo,2017,7099,Manual,14054,Petrol,145,69,1
Aygo,2018,8141,Manual,10757,Petrol,145,68.9,1
Aygo,2018,8901,Manual,11203,Petrol,150,56.5,1
Aygo,2017,8599,Manual,11190,Petrol,150,68.9,1
Aygo,2017,7481,Manual,20053,Petrol,150,68.9,1
Aygo,2014,5549,Manual,27694,Petrol,0,69,1
Aygo,2017,8712,Manual,16026,Petrol,0,68.9,1
Aygo,2017,6750,Manual,18859,Petrol,145,69,1
Aygo,2017,6600,Manual,23295,Petrol,145,69,1
Aygo,2017,7491,Manual,28757,Petrol,145,68.9,1
Aygo,2017,8132,Manual,18717,Petrol,145,68.9,1
Aygo,2019,10691,Semi-Auto,2048,Petrol,150,56.5,1
Aygo,2018,9440,Manual,13190,Petrol,145,56.5,1
Aygo,2019,10515,Manual,5496,Petrol,145,57.7,1
Aygo,2017,9250,Semi-Auto,5900,Petrol,145,67.3,1
Aygo,2019,9460,Manual,6611,Petrol,145,56.5,1
Aygo,2014,5500,Manual,27569,Petrol,0,69,1
Aygo,2016,7500,Manual,14612,Petrol,0,69,1
Aygo,2017,7601,Manual,12071,Petrol,0,68.9,1
Aygo,2017,7200,Manual,24996,Petrol,145,68.9,1
Aygo,2018,9070,Manual,13482,Petrol,145,56.5,1
Aygo,2018,9831,Manual,10742,Petrol,145,56.5,1
Aygo,2015,6112,Manual,23663,Petrol,0,69,1
Aygo,2019,10722,Semi-Auto,1421,Petrol,150,56.5,1
Aygo,2017,7522,Manual,15957,Petrol,145,68.9,1
Aygo,2017,7295,Manual,22120,Petrol,150,68.9,1
Aygo,2015,7495,Semi-Auto,15944,Petrol,0,67,1
Aygo,2017,8495,Semi-Auto,7604,Petrol,0,67,1
Aygo,2019,10851,Semi-Auto,2794,Petrol,145,56.5,1
Aygo,2017,6151,Manual,34162,Petrol,0,69,1
Aygo,2017,7995,Manual,11971,Petrol,0,68.9,1
Aygo,2016,6500,Manual,15630,Petrol,0,69,1
Aygo,2018,7995,Manual,27235,Petrol,150,68.9,1
Aygo,2016,8495,Manual,27151,Petrol,0,69,1
Aygo,2014,5750,Manual,32000,Petrol,0,69,1
Aygo,2013,4495,Manual,36200,Petrol,0,65.7,1
Aygo,2019,9188,Manual,2624,Petrol,145,56.5,1
Aygo,2019,9950,Manual,4736,Petrol,145,56.5,1
Aygo,2017,9295,Manual,17554,Petrol,0,68.9,1
Aygo,2017,6999,Manual,27500,Petrol,145,69,1
Aygo,2018,9495,Manual,10380,Petrol,145,68.9,1
Aygo,2018,9995,Manual,11442,Petrol,145,68.9,1
Aygo,2017,7695,Manual,10262,Petrol,0,69,1
Aygo,2016,8495,Manual,33008,Petrol,0,69,1
Aygo,2017,8995,Manual,31503,Petrol,145,68.9,1
Aygo,2020,9990,Manual,500,Petrol,145,56.5,1
Aygo,2020,10752,Manual,500,Petrol,145,57.7,1
Aygo,2020,10740,Manual,500,Petrol,145,57.7,1
Aygo,2020,10730,Manual,500,Petrol,145,57.7,1
Aygo,2017,7695,Manual,12847,Petrol,145,69,1
Aygo,2016,6999,Manual,12123,Petrol,0,69,1
Aygo,2017,6450,Manual,31877,Petrol,0,69,1
Aygo,2016,7900,Manual,12869,Petrol,0,69,1
Aygo,2015,5500,Manual,46500,Petrol,0,69,1
Aygo,2015,7195,Automatic,26000,Petrol,0,67,1
Aygo,2016,7195,Automatic,10000,Petrol,0,67,1
Aygo,2015,6499,Manual,39592,Petrol,0,69,1
Aygo,2017,7120,Manual,17000,Petrol,150,68.9,1
Aygo,2017,6190,Manual,10000,Petrol,0,69,1
Aygo,2018,8208,Manual,7800,Petrol,150,68.9,1
Aygo,2018,8995,Manual,12652,Petrol,145,56.5,1
Aygo,2016,6300,Manual,37267,Petrol,0,69,1
Aygo,2017,7800,Manual,26912,Petrol,0,69,1
Aygo,2017,6400,Manual,37406,Petrol,0,69,1
Aygo,2018,9400,Manual,7734,Petrol,145,56.5,1
Aygo,2017,6800,Manual,25497,Petrol,0,69,1
Aygo,2017,7000,Manual,17634,Petrol,145,69,1
Aygo,2019,9495,Manual,2600,Petrol,150,57.7,1
Aygo,2015,8500,Automatic,16202,Petrol,0,67,1
Aygo,2015,5489,Manual,31870,Petrol,0,69,1
Aygo,2015,5296,Manual,40607,Petrol,0,69,1
Aygo,2018,8300,Manual,14959,Petrol,145,68.9,1
Aygo,2018,8400,Manual,11460,Petrol,145,68.9,1
Aygo,2015,5580,Manual,27653,Petrol,0,69,1
Aygo,2016,7758,Automatic,10610,Petrol,0,67,1
Aygo,2016,7119,Manual,31238,Petrol,0,69,1
Aygo,2016,5499,Manual,22963,Petrol,0,69,1
Aygo,2017,7000,Manual,27174,Petrol,150,68.9,1
Aygo,2014,7000,Automatic,41012,Petrol,0,67,1
Aygo,2019,7299,Manual,10159,Petrol,145,56.5,1
Aygo,2018,7099,Manual,10578,Petrol,145,56.5,1
Aygo,2015,5912,Manual,42081,Petrol,0,69,1
